"x"	"y"	"z"
99.9823192488843	449.929276995537	-199.964638497769
99.2180186245568	446.872074498227	-198.436037249114
96.439813298996	435.759253195984	-192.879626597992
104.791144477682	469.164577910729	-209.582288955364
100.186300047063	450.745200188251	-200.372600094125
101.0468716242	454.187486496802	-202.093743248401
105.358781095062	471.435124380247	-210.717562190123
106.80600476198	477.224019047921	-213.61200952396
106.205181257469	474.820725029877	-212.410362514938
98.7107753383643	444.843101353457	-197.421550676729
102.648568583601	460.594274334403	-205.297137167202
106.558931280788	476.235725123152	-213.117862561576
94.7270143972315	428.908057588926	-189.454028794463
94.5402368200546	428.160947280218	-189.080473640109
100.493430836248	451.973723344994	-200.986861672497
97.6318785447862	440.527514179145	-195.263757089572
108.711215223611	484.844860894443	-217.422430447222
105.01249874323	470.049994972921	-210.024997486461
89.2933671394506	407.173468557802	-178.586734278901
93.3360727194448	423.344290877779	-186.67214543889
103.36990944013	463.47963776052	-206.73981888026
101.542025302135	456.168101208539	-203.08405060427
108.553886834567	484.215547338267	-217.107773669133
100.85119654529	453.404786181159	-201.702393090579
107.362090716279	479.448362865118	-214.724181432559
92.1512037328395	418.604814931358	-184.302407465679
95.7355918446481	432.942367378593	-191.471183689296
100.664626113308	452.658504453232	-201.329252226616
98.0453430211222	442.181372084489	-196.090686042244
96.7842233857311	437.136893542925	-193.568446771462
95.2664980652608	431.065992261043	-190.532996130522
97.8437411358797	441.374964543519	-195.687482271759
93.7717206757455	425.086882702982	-187.543441351491
97.3131060506212	439.252424202485	-194.626212101242
103.654301678413	464.61720671365	-207.308603356825
96.9310533451816	437.724213380726	-193.862106690363
103.681082481487	464.724329925949	-207.362164962974
101.316775943759	455.267103775034	-202.633551887517
101.590460166054	456.361840664217	-203.180920332109
91.4085230400405	415.634092160162	-182.817046080081
92.3406003492289	419.362401396916	-184.681200698458
100.567046478711	452.268185914843	-201.134092957421
107.00310360698	478.012414427919	-214.006207213959
103.7824410318	465.1297641272	-207.5648820636
99.5449451913646	448.179780765459	-199.089890382729
105.085338467068	470.341353868271	-210.170676934136
99.4592065962733	447.836826385093	-198.918413192547
99.9611094979533	449.844437991813	-199.922218995907
106.119089939445	474.476359757781	-212.238179878891
95.244321336728	430.977285346912	-190.488642673456
99.4172540482846	447.669016193139	-198.834508096569
96.5405149620547	436.162059848219	-193.081029924109
97.8247648752082	441.299059500833	-195.649529750416
93.4921879513233	423.968751805293	-186.984375902647
100.484284180295	451.937136721181	-200.96856836059
103.924420761186	465.697683044743	-207.848841522372
99.6516877662735	448.606751065094	-199.303375532547
98.8104607003083	445.241842801233	-197.620921400617
102.454347380788	459.817389523153	-204.908694761576
105.398122350134	471.592489400534	-210.796244700267
103.951082522778	465.804330091111	-207.902165045556
103.199743737811	462.798974951243	-206.399487475622
105.653532462271	472.614129849085	-211.307064924542
96.0439062848124	434.17562513925	-192.087812569625
99.7471746135249	448.9886984541	-199.49434922705
103.768438109573	465.07375243829	-207.536876219145
97.6222268041396	440.488907216558	-195.244453608279
102.868727818758	461.474911275033	-205.737455637517
100.340516529483	451.362066117933	-200.681033058966
104.140623325068	466.562493300273	-208.281246650136
92.6115402645422	420.446161058169	-185.223080529084
101.325609995911	455.302439983643	-202.651219991821
104.089712799088	466.358851196352	-208.179425598176
102.204768249729	458.819072998915	-204.409536499457
105.763493253824	473.053973015294	-211.526986507647
99.7031239397109	448.812495758844	-199.406247879422
99.5473823833583	448.189529533433	-199.094764766717
103.425919348582	463.70367739433	-206.851838697165
99.2576635999746	447.030654399898	-198.515327199949
105.712207399612	472.848829598446	-211.424414799223
108.327069776373	483.308279105494	-216.654139552747
97.7300395795752	440.920158318301	-195.46007915915
95.6489743042851	432.59589721714	-191.29794860857
105.284040775043	471.136163100173	-210.568081550087
102.872647403492	461.490589613967	-205.745294806984
102.878017575706	461.512070302825	-205.756035151412
96.139607077021	434.558428308084	-192.279214154042
100.665835117543	452.663340470171	-201.331670235085
104.241373463737	466.965493854948	-208.482746927474
98.5351037440618	444.140414976247	-197.070207488124
101.359096481337	455.436385925347	-202.718192962673
90.7344485565419	412.937794226168	-181.468897113084
104.753391651161	469.013566604643	-209.506783302321
94.4386558940195	427.754623576078	-188.877311788039
93.6552599067826	424.62103962713	-187.310519813565
105.211735296796	470.846941187183	-210.423470593592
102.947272728129	461.789090912517	-205.894545456258
97.7155620433653	440.862248173461	-195.431124086731
98.3184767756975	443.27390710279	-196.636953551395
103.583677515715	464.334710062859	-207.167355031429
104.362817678627	467.451270714508	-208.725635357254
99.7918860293734	449.167544117494	-199.583772058747
97.3196806175841	439.278722470336	-194.639361235168
98.4017950241056	443.607180096422	-196.803590048211
101.735560383785	456.942241535141	-203.47112076757
99.2499443464838	446.999777385935	-198.499888692968
96.0251801852406	434.100720740963	-192.050360370481
96.3103591911292	435.241436764517	-192.620718382258
99.9096540013166	449.638616005266	-199.819308002633
99.9570405945814	449.828162378326	-199.914081189163
97.9990521904694	441.996208761878	-195.998104380939
99.2733132976329	447.093253190532	-198.546626595266
100.758165785963	453.032663143851	-201.516331571926
102.011955853966	458.047823415864	-204.023911707932
106.695677840481	476.782711361924	-213.391355680962
110.188912609402	490.755650437609	-220.377825218805
102.088595357719	458.354381430877	-204.177190715439
96.4303194878645	435.721277951458	-192.860638975729
102.913250428822	461.653001715288	-205.826500857644
95.3643078911065	431.457231564426	-190.728615782213
105.973135000371	473.892540001482	-211.946270000741
96.6070003345387	436.428001338155	-193.214000669077
101.230727764273	454.922911057094	-202.461455528547
107.732089663175	480.928358652699	-215.46417932635
102.810173403844	461.240693615376	-205.620346807688
100.065238872515	450.260955490058	-200.130477745029
102.565874089688	460.263496358751	-205.131748179376
106.620875872959	476.483503491834	-213.241751745917
96.5614581067077	436.245832426831	-193.122916213415
102.469535972331	459.878143889323	-204.939071944662
105.343346253109	471.373385012437	-210.686692506218
97.8639648899496	441.455859559799	-195.727929779899
102.113491375463	458.453965501851	-204.226982750926
99.7052070879516	448.820828351806	-199.410414175903
100.437837944909	451.751351779638	-200.875675889819
104.40072352448	467.60289409792	-208.80144704896
99.3856879916047	447.542751966419	-198.771375983209
99.3749683567399	447.49987342696	-198.74993671348
98.4545074997468	443.818029998987	-196.909014999494
96.6127220248751	436.4508880995	-193.22544404975
91.3082927920397	415.233171168159	-182.616585584079
97.1283751985092	438.513500794037	-194.256750397018
106.799131040332	477.196524161329	-213.598262080665
99.7232268802366	448.892907520946	-199.446453760473
94.8872446373994	429.548978549597	-189.774489274799
97.698369062995	440.79347625198	-195.39673812599
94.4414220584557	427.765688233823	-188.882844116911
93.9896299681163	425.958519872465	-187.979259936233
103.725014877165	464.900059508661	-207.45002975433
98.8354836697086	445.341934678834	-197.670967339417
102.708679171331	460.834716685324	-205.417358342662
97.4929184334113	439.971673733645	-194.985836866823
94.2300892988341	426.920357195336	-188.460178597668
97.6381937473912	440.552774989565	-195.276387494782
96.8310128119775	437.32405124791	-193.662025623955
96.2725201016419	435.090080406568	-192.545040203284
99.9292137363714	449.716854945485	-199.858427472743
103.972251242331	465.889004969322	-207.944502484661
100.174260096286	450.697040385144	-200.348520192572
91.905876081261	417.623504325044	-183.811752162522
107.579383181384	480.317532725537	-215.158766362768
104.721274154178	468.885096616711	-209.442548308355
109.656653912109	488.626615648436	-219.313307824218
99.0373473443278	446.149389377311	-198.074694688656
108.285157657157	483.140630628629	-216.570315314315
100.930856310489	453.723425241958	-201.861712620979
98.5061266236377	444.024506494551	-197.012253247275
96.6666174707134	436.666469882854	-193.333234941427
94.1463676802728	426.585470721091	-188.292735360546
104.142877041877	466.571508167507	-208.285754083754
105.171498842594	470.685995370374	-210.342997685187
104.575938176686	468.303752706742	-209.151876353371
102.82083432248	461.283337289921	-205.64166864496
101.151379774221	454.605519096883	-202.302759548441
101.03053257176	454.122130287039	-202.06106514352
107.979944974896	481.919779899582	-215.959889949791
98.2175826518238	442.870330607295	-196.435165303648
97.2944241961641	439.177696784656	-194.588848392328
101.646422365618	456.58568946247	-203.292844731235
97.652594321231	440.610377284924	-195.305188642462
94.902529548586	429.610118194344	-189.805059097172
96.4124176905568	435.649670762227	-192.824835381114
102.010640569345	458.042562277382	-204.021281138691
107.60011905521	480.400476220839	-215.20023811042
106.235335438224	474.941341752897	-212.470670876448
95.5778244126667	432.311297650667	-191.155648825333
100.708794702553	452.835178810214	-201.417589405107
108.127653326268	482.510613305073	-216.255306652536
105.636245041899	472.544980167596	-211.272490083798
103.799172557221	465.196690228884	-207.598345114442
100.838837212735	453.355348850941	-201.67767442547
104.89262714475	469.570508579	-209.7852542895
104.348211850746	467.392847402984	-208.696423701492
99.2260353767404	446.904141506961	-198.452070753481
96.8179995505247	437.271998202099	-193.635999101049
98.8409705749653	445.363882299861	-197.681941149931
94.2557986171892	427.023194468757	-188.511597234378
103.509424996002	464.037699984007	-207.018849992004
99.5791407824016	448.316563129606	-199.158281564803
90.6612646255771	412.645058502308	-181.322529251154
95.6117391984331	432.446956793732	-191.223478396866
101.544773737028	456.179094948111	-203.089547474056
104.083676596505	466.334706386021	-208.167353193011
101.500672790828	456.002691163314	-203.001345581657
95.4364201313146	431.745680525259	-190.872840262629
96.9932061635708	437.972824654283	-193.986412327142
112.258095570793	499.03238228317	-224.516191141585
105.7472185819	472.988874327602	-211.494437163801
101.290221657525	455.160886630101	-202.58044331505
99.570060459365	448.28024183746	-199.14012091873
99.7938686522034	449.175474608814	-199.587737304407
103.159096357275	462.636385429099	-206.31819271455
99.1283778303386	446.513511321355	-198.256755660677
97.8219904864621	441.287961945849	-195.643980972924
98.9016786975143	445.606714790057	-197.803357395029
100.110495602476	450.441982409903	-200.220991204951
103.878708870027	465.514835480108	-207.757417740054
91.2023740239802	414.809496095921	-182.40474804796
107.7923751911	481.169500764401	-215.5847503822
100.719412874893	452.87765149957	-201.438825749785
101.660227053095	456.64090821238	-203.32045410619
102.587362013745	460.349448054979	-205.17472402749
97.3840000621958	439.536000248783	-194.768000124392
95.5202021347657	432.080808539063	-191.040404269531
95.981018973041	433.924075892164	-191.962037946082
102.267074165342	459.068296661366	-204.534148330683
102.536512277953	460.146049111811	-205.073024555905
95.1598561658166	430.639424663266	-190.319712331633
99.6283103341571	448.513241336628	-199.256620668314
94.0863636894804	426.345454757922	-188.172727378961
101.55152267291	456.206090691638	-203.103045345819
97.9574981184898	441.829992473959	-195.91499623698
96.7887823009418	437.155129203767	-193.577564601884
101.105202899369	454.420811597476	-202.210405798738
104.547434343291	468.189737373162	-209.094868686581
93.2366875730424	422.94675029217	-186.473375146085
97.9861295640624	441.94451825625	-195.972259128125
107.686941337301	480.747765349206	-215.373882674603
102.264178828062	459.05671531225	-204.528357656125
110.475237416032	491.900949664127	-220.950474832063
94.4032768818581	427.613107527433	-188.806553763716
100.616148297071	452.464593188283	-201.232296594142
96.3462566638459	435.385026655384	-192.692513327692
104.764019887741	469.056079550962	-209.528039775481
105.348389561171	471.393558244684	-210.696779122342
101.841733183777	457.366932735109	-203.683466367555
106.710110381775	476.840441527102	-213.420220763551
103.867647881695	465.47059152678	-207.73529576339
94.2294081980079	426.917632792032	-188.458816396016
98.9433936612358	445.773574644943	-197.886787322472
104.094076782607	466.376307130427	-208.188153565213
90.7938320850658	413.175328340263	-181.587664170132
101.288816963105	455.155267852419	-202.577633926209
98.2481837173273	442.992734869309	-196.496367434655
98.3071502073597	443.228600829439	-196.614300414719
95.5648295094911	432.259318037964	-191.129659018982
101.476076761328	455.904307045311	-202.952153522656
101.088457269954	454.353829079816	-202.176914539908
102.359600084301	459.438400337205	-204.719200168602
101.487950535502	455.951802142009	-202.975901071004
101.78389799367	457.13559197468	-203.56779598734
102.107393758498	458.429575033994	-204.214787516997
97.4077297678034	439.630919071213	-194.815459535607
104.087348273491	466.349393093964	-208.174696546982
104.376921142722	467.507684570888	-208.753842285444
100.309223930045	451.236895720179	-200.61844786009
98.9014471663919	445.605788665568	-197.802894332784
100.301085777019	451.204343108075	-200.602171554037
103.882076519079	465.528306076315	-207.764153038158
97.9147059072603	441.658823629041	-195.829411814521
103.333325233448	463.333300933793	-206.666650466896
102.820989899762	461.283959599046	-205.641979799523
91.7819795985595	417.127918394238	-183.563959197119
97.2630022367715	439.052008947086	-194.526004473543
94.947049007026	429.788196028104	-189.894098014052
104.625111377223	468.500445508893	-209.250222754446
95.8072573548889	433.229029419556	-191.614514709778
98.2978047536434	443.191219014574	-196.595609507287
99.060507487428	446.242029949712	-198.121014974856
104.76115635203	469.04462540812	-209.52231270406
102.162854890859	458.651419563438	-204.325709781719
99.6429419656652	448.571767862661	-199.28588393133
97.1513229934143	438.605291973657	-194.302645986829
102.016844607951	458.067378431805	-204.033689215903
99.5734277391215	448.293710956486	-199.146855478243
89.6652272166378	408.660908866551	-179.330454433276
103.808798185231	465.235192740924	-207.617596370462
101.898650448738	457.594601794953	-203.797300897477
98.2288329127207	442.915331650883	-196.457665825441
100.627040410206	452.508161640824	-201.254080820412
97.0050792293269	438.020316917308	-194.010158458654
108.117178530726	482.468714122903	-216.234357061452
100.457338163355	451.829352653419	-200.914676326709
105.552737124886	472.210948499542	-211.105474249771
105.425936356894	471.703745427577	-210.851872713788
97.1504732973652	438.601893189461	-194.30094659473
97.2394840268647	438.957936107459	-194.478968053729
101.096981897272	454.387927589088	-202.193963794544
98.4768534783806	443.907413913522	-196.953706956761
104.463315099474	467.853260397897	-208.926630198949
100.689400748004	452.757602992015	-201.378801496007
102.050258061839	458.201032247357	-204.100516123679
92.931186239208	421.724744956832	-185.862372478416
97.3191062749083	439.276425099633	-194.638212549817
101.107811790019	454.431247160075	-202.215623580037
101.727871104241	456.911484416963	-203.455742208482
96.1564337802507	434.625735121003	-192.312867560501
100.109722263394	450.438889053574	-200.219444526787
98.521592982695	444.08637193078	-197.04318596539
103.231369753187	462.92547901275	-206.462739506375
101.190130951894	454.760523807577	-202.380261903789
100.092222778019	450.368891112076	-200.184445556038
104.407657845582	467.63063138233	-208.815315691165
99.3517860252379	447.407144100952	-198.703572050476
100.34617888641	451.384715545639	-200.69235777282
100.067991607732	450.271966430929	-200.135983215465
100.600689718014	452.402758872056	-201.201379436028
101.931658131232	457.726632524928	-203.863316262464
103.530433577549	464.121734310198	-207.060867155099
101.263699315675	455.0547972627	-202.52739863135
100.912953499126	453.651813996504	-201.825906998252
99.5664624515484	448.265849806194	-199.132924903097
104.420243986125	467.6809759445	-208.84048797225
102.35487638773	459.41950555092	-204.70975277546
98.7344691031654	444.937876412661	-197.468938206331
101.465426529114	455.861706116456	-202.930853058228
96.9556417668771	437.822567067509	-193.911283533754
98.4494947622061	443.797979048824	-196.898989524412
90.596787974424	412.387151897696	-181.193575948848
96.9388005821254	437.755202328501	-193.877601164251
101.84867007031	457.394680281241	-203.697340140621
108.695609884507	484.782439538026	-217.391219769013
91.8531323871343	417.412529548537	-183.706264774269
100.634550264356	452.538201057425	-201.269100528712
96.9735408762116	437.894163504847	-193.947081752423
99.1574720249289	446.629888099715	-198.314944049858
103.02506031496	462.100241259841	-206.050120629921
96.0010620751225	434.00424830049	-192.002124150245
96.225021900427	434.900087601708	-192.450043800854
99.8714757236915	449.485902894766	-199.742951447383
93.9419900075739	425.767960030296	-187.883980015148
93.5238619209433	424.095447683773	-187.047723841887
98.4471450088968	443.788580035587	-196.894290017794
98.4855880915267	443.942352366107	-196.971176183053
93.6198053430163	424.479221372065	-187.239610686033
95.5642533599239	432.257013439695	-191.128506719848
100.222002707111	450.888010828445	-200.444005414222
94.509524247274	428.038096989096	-189.019048494548
105.48526287855	471.9410515142	-210.9705257571
91.76385981217	417.05543924868	-183.52771962434
96.0338980414599	434.135592165839	-192.06779608292
101.007735576822	454.03094230729	-202.015471153645
95.7442196163956	432.976878465583	-191.488439232791
99.1323909801763	446.529563920705	-198.264781960353
96.6470041073345	436.588016429338	-193.294008214669
102.635094519239	460.540378076958	-205.270189038479
101.808030189432	457.232120757728	-203.616060378864
103.199855170468	462.799420681873	-206.399710340936
101.458914753902	455.83565901561	-202.917829507805
108.343784694818	483.375138779273	-216.687569389637
99.7140605777522	448.856242311009	-199.428121155504
100.809352862972	453.237411451886	-201.618705725943
93.8809254652236	425.523701860894	-187.761850930447
98.6476474178493	444.590589671397	-197.295294835699
103.816545447233	465.266181788932	-207.633090894466
100.327370090893	451.30948036357	-200.654740181785
106.83207206744	477.328288269762	-213.664144134881
108.024212152814	482.096848611258	-216.048424305629
96.8483146114533	437.393258445813	-193.696629222907
91.9590032504904	417.836013001961	-183.918006500981
104.545495383378	468.181981533511	-209.090990766755
107.460308446083	479.841233784332	-214.920616892166
104.098470011905	466.39388004762	-208.19694002381
99.1504550433672	446.601820173469	-198.300910086734
100.844145139009	453.376580556037	-201.688290278019
101.784302404346	457.137209617383	-203.568604808692
102.082398712928	458.329594851714	-204.164797425857
101.510247672458	456.040990689831	-203.020495344916
97.5053647645363	440.021459058145	-195.010729529073
97.7095578991889	440.838231596756	-195.419115798378
101.250004612787	455.000018451149	-202.500009225575
97.1702886676421	438.681154670568	-194.340577335284
102.084813941391	458.339255765564	-204.169627882782
101.792751923633	457.171007694531	-203.585503847265
97.9787095760609	441.914838304244	-195.957419152122
99.1735513860595	446.694205544238	-198.347102772119
100.118456078506	450.473824314023	-200.236912157011
108.209376609714	482.837506438857	-216.418753219429
96.925769598088	437.703078392352	-193.851539196176
97.738964882145	440.95585952858	-195.47792976429
106.666653631192	476.66661452477	-213.333307262385
93.8383959716491	425.353583886597	-187.676791943298
104.580184505344	468.320738021376	-209.160369010688
93.7522017434013	425.008806973605	-187.504403486803
101.884886351344	457.539545405374	-203.769772702687
100.143044148937	450.57217659575	-200.286088297875
98.5925990706896	444.370396282758	-197.185198141379
96.2249800006609	434.899920002644	-192.449960001322
101.469506463419	455.878025853676	-202.939012926838
92.5381131499669	420.152452599868	-185.076226299934
100.442215745704	451.768862982817	-200.884431491408
98.0534802328281	442.213920931312	-196.106960465656
104.790128500991	469.160514003962	-209.580257001981
106.051329713886	474.205318855545	-212.102659427772
97.0929330516111	438.371732206444	-194.185866103222
99.00855453466	446.03421813864	-198.01710906932
100.537716757076	452.150867028306	-201.075433514153
104.3412714617	467.365085846802	-208.682542923401
105.184583668222	470.73833467289	-210.369167336445
105.150519822682	470.602079290726	-210.301039645363
98.6451856470195	444.580742588078	-197.290371294039
102.417186168868	459.668744675473	-204.834372337736
103.683069629021	464.732278516083	-207.366139258041
106.579054972135	476.316219888539	-213.158109944269
96.4549935327781	435.819974131112	-192.909987065556
108.690000516293	484.760002065173	-217.380001032587
102.859417206193	461.437668824772	-205.718834412386
104.149650284786	466.598601139144	-208.299300569572
95.6977134772404	432.790853908961	-191.395426954481
98.102978920909	442.411915683636	-196.205957841818
99.7207496786425	448.88299871457	-199.441499357285
96.9499072248181	437.799628899272	-193.899814449636
97.7095611858747	440.838244743499	-195.419122371749
95.4892320456114	431.956928182446	-190.978464091223
100.490906162837	451.963624651347	-200.981812325673
104.915158136808	469.660632547232	-209.830316273616
97.6497079258954	440.598831703582	-195.299415851791
92.6433275461334	420.573310184534	-185.286655092267
101.991304554634	457.965218218534	-203.982609109267
102.025926598574	458.103706394294	-204.051853197147
102.094417620683	458.377670482733	-204.188835241366
102.499799633597	459.999198534388	-204.999599267194
88.0765808824871	402.306323529948	-176.153161764974
107.547706877233	480.190827508932	-215.095413754466
101.839521041457	457.358084165828	-203.679042082914
101.5657105584	456.2628422336	-203.1314211168
95.2509859399452	431.003943759781	-190.50197187989
101.777294236693	457.109176946771	-203.554588473386
96.9842240097327	437.936896038931	-193.968448019465
100.84404569465	453.376182778598	-201.688091389299
99.4529916802878	447.811966721151	-198.905983360576
100.052975978618	450.211903914472	-200.105951957236
102.720422348187	460.881689392747	-205.440844696373
99.7770985339725	449.10839413589	-199.554197067945
98.0036079257573	442.014431703029	-196.007215851515
96.6922913458134	436.769165383253	-193.384582691627
98.8406720521047	445.362688208419	-197.681344104209
98.0298427842853	442.119371137141	-196.059685568571
103.900440594616	465.601762378463	-207.800881189231
100.391837683476	451.567350733905	-200.783675366952
98.0113582949889	442.045433179955	-196.022716589978
101.692980951813	456.771923807252	-203.385961903626
97.9230674206064	441.692269682426	-195.846134841213
107.676445720383	480.705782881532	-215.352891440766
95.0210466039825	430.08418641593	-190.042093207965
99.3582400169188	447.432960067675	-198.716480033838
104.086323504511	466.345294018044	-208.172647009022
97.4686765405937	439.874706162375	-194.937353081187
99.1862606182798	446.745042473119	-198.37252123656
101.645112815174	456.580451260696	-203.290225630348
95.941678315424	433.766713261696	-191.883356630848
103.993150682109	465.972602728437	-207.986301364218
93.4708403813762	423.883361525505	-186.941680762752
99.0633551524101	446.25342060964	-198.12671030482
93.3795619940683	423.518247976273	-186.759123988137
96.6661168461852	436.664467384741	-193.33223369237
109.235533403484	486.942133613938	-218.471066806969
98.9457774846686	445.783109938674	-197.891554969337
107.988434010365	481.953736041459	-215.97686802073
99.0286321133641	446.114528453456	-198.057264226728
97.7810418144875	441.12416725795	-195.562083628975
97.8820936980099	441.52837479204	-195.76418739602
102.818942594239	461.275770376957	-205.637885188478
96.2444568284375	434.97782731375	-192.488913656875
103.501064534277	464.004258137108	-207.002129068554
97.0225318185361	438.090127274144	-194.045063637072
106.916291249467	477.665164997869	-213.832582498935
96.7400308893076	436.960123557231	-193.480061778615
93.2390680635888	422.956272254355	-186.478136127178
105.96377785135	473.855111405398	-211.927555702699
102.814532299819	461.258129199277	-205.629064599638
96.1492256797702	434.596902719081	-192.29845135954
95.209852031623	430.839408126492	-190.419704063246
99.996490308875	449.9859612355	-199.99298061775
102.804032814067	461.216131256269	-205.608065628134
99.0106351053759	446.042540421503	-198.021270210752
99.9748931588518	449.899572635407	-199.949786317704
100.578654838131	452.314619352523	-201.157309676261
102.129784472817	458.519137891266	-204.259568945633
95.2958565936304	431.183426374521	-190.591713187261
109.934616271342	489.738465085367	-219.869232542684
94.6733237491454	428.693294996582	-189.346647498291
94.5569266819983	428.227706727993	-189.113853363997
99.0596301746699	446.23852069868	-198.11926034934
99.6417800704286	448.567120281714	-199.283560140857
100.803314950919	453.213259803677	-201.606629901839
98.9385386325063	445.754154530025	-197.877077265013
99.5599448676351	448.23977947054	-199.11988973527
99.1448687118609	446.579474847444	-198.289737423722
103.023793020966	462.095172083865	-206.047586041932
99.3790945117136	447.516378046854	-198.758189023427
98.9879732043031	445.951892817212	-197.975946408606
93.3947858248664	423.579143299466	-186.789571649733
92.9618932821504	421.847573128602	-185.923786564301
98.4288560103838	443.715424041535	-196.857712020768
96.253941048344	435.015764193376	-192.507882096688
92.9390384304093	421.756153721637	-185.878076860819
92.9627542046001	421.8510168184	-185.9255084092
102.889928778069	461.559715112277	-205.779857556139
100.423611940796	451.694447763185	-200.847223881592
101.560548011367	456.242192045468	-203.121096022734
93.4241462472098	423.696584988839	-186.84829249442
97.3807415155898	439.522966062359	-194.76148303118
99.6434290069816	448.573716027926	-199.286858013963
97.242354132802	438.969416531208	-194.484708265604
100.569593538017	452.278374152067	-201.139187076034
97.8532435146347	441.412974058539	-195.706487029269
105.678355995122	472.713423980488	-211.356711990244
102.102950269621	458.411801078483	-204.205900539242
98.5599902065584	444.239960826234	-197.119980413117
101.702219459606	456.808877838424	-203.404438919212
98.3548406785936	443.419362714375	-196.709681357187
104.283699147178	467.134796588711	-208.567398294356
104.187288695757	466.749154783028	-208.374577391514
98.5577027344843	444.230810937937	-197.115405468969
99.0155177790774	446.06207111631	-198.031035558155
110.531375978038	492.125503912154	-221.062751956077
100.33149285643	451.325971425721	-200.662985712861
96.0250136693992	434.100054677597	-192.050027338798
101.374436760937	455.49774704375	-202.748873521875
100.199690349431	450.798761397724	-200.399380698862
89.9707375273066	409.882950109226	-179.941475054613
101.313831905859	455.255327623436	-202.627663811718
104.465664489107	467.862657956429	-208.931328978214
98.41323217439	443.65292869756	-196.82646434878
105.027866788872	470.111467155488	-210.055733577744
100.506081049985	452.02432419994	-201.01216209997
104.320247067952	467.280988271807	-208.640494135904
99.8671475365153	449.468590146061	-199.734295073031
100.382004780206	451.528019120823	-200.764009560411
97.9588109107896	441.835243643158	-195.917621821579
103.63445433575	464.537817343002	-207.268908671501
98.4499355017566	443.799742007026	-196.899871003513
108.244217602207	482.976870408828	-216.488435204414
98.2694213930694	443.077685572277	-196.538842786139
97.4813890160418	439.925556064167	-194.962778032084
96.8764101793372	437.505640717349	-193.752820358674
100.449216707888	451.79686683155	-200.898433415775
103.482398383666	463.929593534665	-206.964796767332
105.679211043844	472.716844175375	-211.358422087687
102.770954476769	461.083817907074	-205.541908953537
90.9535468941467	413.814187576587	-181.907093788293
102.853516987358	461.414067949431	-205.707033974716
106.144319452967	474.577277811867	-212.288638905933
101.274282883737	455.097131534948	-202.548565767474
87.167772495579	398.671089982316	-174.335544991158
101.746726868043	456.986907472174	-203.493453736087
97.5469956931151	440.18798277246	-195.09399138623
99.8601585994284	449.440634397714	-199.720317198857
96.3754475160277	435.501790064111	-192.750895032055
97.9439145953844	441.775658381538	-195.887829190769
100.588124474833	452.35249789933	-201.176248949665
94.6244955863576	428.49798234543	-189.248991172715
100.653846275524	452.615385102097	-201.307692551049
97.8283631067104	441.313452426842	-195.656726213421
101.692067417297	456.768269669187	-203.384134834594
95.0735495442307	430.294198176923	-190.147099088461
104.426701873989	467.706807495954	-208.853403747977
100.212396949068	450.849587796271	-200.424793898135
